Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP3357,Marketing,31,74082,6,33,83,Yes
EMP3358,Operations,35,118858,5,47,100,No
EMP3359,Finance,33,61493,2,60,100,Yes
EMP3360,Finance,54,80215,16,44,60,No
EMP3361,Sales,21,34813,9,52,75,No
EMP3362,IT,59,33757,2,54,66,Yes
EMP3363,Finance,31,56780,13,55,50,No
EMP3364,Finance,58,50345,8,56,62,Yes
EMP3365,Sales,29,77617,4,53,87,Yes
EMP3366,Operations,30,51978,15,34,83,Yes
EMP3367,Sales,21,108460,4,46,59,No
EMP3368,Operations,59,86749,8,51,68,Yes
EMP3369,HR,55,104958,15,34,44,No
EMP3370,Operations,42,60665,2,42,93,No
EMP3371,HR,50,80824,19,35,96,Yes
EMP3372,Finance,39,54443,17,33,45,No
EMP3373,Marketing,59,72520,8,57,94,Yes
EMP3374,Operations,48,80269,2,50,46,No
EMP3375,Sales,38,57986,17,40,66,No
EMP3376,Sales,43,35891,1,33,85,No
EMP3377,IT,58,89877,8,48,67,No
EMP3378,HR,52,98488,20,56,76,Yes
EMP3379,Marketing,45,30518,20,33,77,No
EMP3380,Operations,27,100448,4,33,88,Yes
EMP3381,Marketing,59,80290,13,52,87,Yes
EMP3382,Operations,49,85390,19,57,73,Yes
EMP3383,Finance,48,112696,1,36,76,Yes
EMP3384,Operations,42,37950,10,59,66,No
EMP3385,Operations,50,58228,12,56,83,Yes
EMP3386,IT,38,83459,2,40,69,No
EMP3387,Operations,37,46049,7,47,89,No
EMP3388,Operations,41,77601,12,54,92,Yes
EMP3389,Finance,26,68747,12,49,74,No
EMP3390,IT,41,65086,4,59,86,Yes
EMP3391,Finance,41,106500,16,50,51,No
EMP3392,IT,37,117719,16,41,61,No
EMP3393,Sales,31,47091,11,30,47,No
EMP3394,Sales,53,116780,18,39,88,Yes
EMP3395,IT,46,106064,3,36,45,Yes
EMP3396,Marketing,46,59520,5,52,61,No
EMP3397,Finance,29,75494,4,57,87,No
EMP3398,Sales,57,35775,11,37,68,No
EMP3399,IT,56,45317,9,30,71,Yes
EMP3400,Operations,35,57158,8,44,81,No
EMP3401,IT,21,63901,8,60,41,No
EMP3402,Finance,49,79332,18,47,76,Yes
EMP3403,IT,54,101139,13,50,76,No
EMP3404,Finance,37,117634,12,55,91,Yes
EMP3405,Sales,44,55763,11,47,62,Yes
EMP3406,Operations,29,67160,8,55,74,No
EMP3407,HR,53,117845,16,47,60,No
EMP3408,Marketing,35,119385,12,52,84,Yes
EMP3409,Marketing,35,85986,9,48,93,Yes
EMP3410,Marketing,49,90160,19,43,44,No
EMP3411,IT,22,98394,15,47,81,Yes
EMP3412,Sales,51,117577,5,32,83,Yes
EMP3413,Operations,38,99678,9,60,97,Yes
EMP3414,Operations,59,89331,14,52,88,No
EMP3415,Finance,34,111743,15,39,74,No
EMP3416,Sales,42,55482,19,55,96,Yes
EMP3417,Finance,30,95728,19,40,95,Yes
EMP3418,Marketing,24,118338,12,48,47,No
EMP3419,HR,25,94438,14,53,50,No
EMP3420,IT,59,48506,6,30,81,No
EMP3421,Operations,28,68488,3,33,100,Yes
EMP3422,Operations,45,78421,13,52,70,Yes
EMP3423,Sales,32,37564,10,41,51,No
EMP3424,Sales,52,36892,6,38,65,Yes
EMP3425,Sales,26,69527,15,54,46,No
EMP3426,HR,59,32982,18,31,83,Yes
EMP3427,IT,21,94352,1,30,60,No
EMP3428,HR,57,98841,12,57,44,No
EMP3429,IT,52,48827,18,36,62,Yes
EMP3430,Operations,30,103606,12,48,51,No
EMP3431,Operations,32,91496,5,56,92,Yes
EMP3432,Marketing,23,95462,4,55,99,Yes
EMP3433,Sales,27,70751,6,48,73,Yes
EMP3434,HR,52,50317,20,34,79,No
EMP3435,Finance,56,75966,15,60,47,No
EMP3436,HR,42,57272,12,34,55,No
EMP3437,Finance,33,77990,2,41,43,No
EMP3438,Finance,58,37947,17,32,82,Yes
EMP3439,Marketing,57,100377,18,46,65,No
EMP3440,Operations,33,62035,11,34,68,No
EMP3441,Sales,48,77984,14,42,45,No
EMP3442,Finance,27,67141,18,45,79,Yes
EMP3443,Finance,39,114660,2,46,93,Yes
EMP3444,HR,40,102000,19,47,51,No
EMP3445,Operations,24,95030,1,31,59,No
EMP3446,Sales,55,31872,14,53,72,No
EMP3447,IT,53,73604,2,59,53,Yes
EMP3448,IT,35,118377,11,32,85,Yes
EMP3449,IT,57,108941,20,30,42,No
EMP3450,IT,28,63068,1,58,55,No
EMP3451,Sales,32,76107,8,41,98,No
EMP3452,HR,30,43568,20,37,79,No
EMP3453,Finance,57,118083,10,36,100,No
EMP3454,Operations,38,78635,1,43,92,Yes
EMP3455,Sales,33,88991,9,49,40,No
EMP3456,Finance,23,116226,15,34,82,Yes
EMP3457,HR,28,40109,6,58,90,Yes
EMP3458,IT,55,67910,6,60,87,Yes
EMP3459,Operations,46,62330,18,39,58,No
EMP3460,Sales,27,40650,13,56,96,No
EMP3461,HR,56,90269,7,34,73,No
EMP3462,Finance,51,39331,4,37,42,No
EMP3463,IT,26,115913,3,37,67,No
EMP3464,Finance,30,82936,20,54,42,No
EMP3465,Marketing,33,52581,11,31,76,Yes
EMP3466,IT,42,57873,6,41,69,Yes
EMP3467,Operations,24,76290,13,34,100,Yes
EMP3468,HR,35,49112,7,40,82,Yes
EMP3469,HR,49,34094,8,49,73,Yes
EMP3470,IT,30,96712,11,31,47,No
EMP3471,Finance,54,95028,1,49,86,Yes
EMP3472,Sales,44,30037,5,58,46,No
EMP3473,HR,45,25448,19,31,92,Yes
EMP3474,Marketing,28,54428,2,48,74,Yes
EMP3475,Operations,51,99906,13,39,83,Yes
EMP3476,Finance,36,114506,16,49,56,No
EMP3477,Operations,50,87800,5,44,74,No
EMP3478,IT,30,62599,6,60,64,No
EMP3479,IT,44,27744,14,55,59,No
EMP3480,Finance,47,118151,18,57,54,No
EMP3481,IT,43,52276,13,43,96,Yes
EMP3482,Operations,49,83181,13,44,63,No
EMP3483,Operations,46,42447,17,36,55,No
EMP3484,IT,57,50506,20,41,97,Yes
EMP3485,Finance,44,109410,10,36,65,Yes
EMP3486,HR,55,110490,15,39,97,No
EMP3487,Marketing,47,31669,7,36,61,No
EMP3488,IT,45,92829,14,35,100,Yes
EMP3489,Operations,34,75589,19,51,51,No
EMP3490,Operations,57,45428,13,48,90,No
EMP3491,IT,47,66483,15,37,95,Yes
EMP3492,Finance,41,105000,20,46,87,Yes
EMP3493,HR,27,33566,3,30,40,No
EMP3494,HR,42,36789,11,59,97,Yes
EMP3495,Operations,30,52919,10,56,44,No
EMP3496,Sales,58,83538,16,40,85,Yes
EMP3497,Sales,27,98647,6,58,96,Yes
EMP3498,Finance,28,94770,20,43,50,No
EMP3499,Operations,51,116732,9,52,94,No
EMP3500,HR,30,83314,4,54,42,No
EMP3501,Finance,51,74724,16,35,89,Yes
EMP3502,Operations,44,82794,19,48,51,No
EMP3503,HR,52,113049,19,41,96,Yes
EMP3504,HR,44,34029,6,34,79,Yes
EMP3505,Finance,30,39545,7,60,80,Yes
EMP3506,Operations,26,71492,20,55,71,Yes
EMP3507,Marketing,47,47159,12,57,56,No
EMP3508,Sales,54,28072,16,40,97,Yes
EMP3509,Operations,36,116817,10,38,68,No
EMP3510,Sales,23,60761,15,51,45,No
EMP3511,HR,29,106811,1,53,76,Yes
EMP3512,Finance,33,86619,13,42,42,No
EMP3513,Sales,45,68992,12,55,72,No
EMP3514,Finance,47,117704,11,34,100,Yes
EMP3515,Sales,56,50284,16,39,57,Yes
EMP3516,Finance,26,112323,11,57,72,No
EMP3517,HR,29,39031,8,32,51,No
EMP3518,IT,57,56056,3,57,44,Yes
EMP3519,HR,42,105931,3,34,77,No
EMP3520,Finance,42,112154,4,49,47,Yes
EMP3521,IT,33,35637,6,32,85,No
EMP3522,HR,48,114863,8,36,43,No
EMP3523,Finance,41,106979,17,36,70,No
EMP3524,Operations,52,104358,6,45,58,No
EMP3525,Marketing,24,83001,6,46,40,Yes
EMP3526,IT,37,43860,18,48,52,No
EMP3527,Operations,25,49667,6,57,60,No
EMP3528,IT,31,76729,19,39,78,No
EMP3529,Operations,39,53607,14,38,92,Yes
EMP3530,IT,54,25915,9,39,88,Yes
EMP3531,HR,25,89739,12,58,86,Yes
EMP3532,Finance,26,113347,15,30,87,Yes
EMP3533,Sales,58,72379,20,51,44,No
EMP3534,Operations,41,84085,12,53,91,Yes
EMP3535,Finance,40,89105,11,47,87,Yes
EMP3536,Marketing,31,30596,12,43,69,No
EMP3537,Sales,46,85768,15,44,49,No
EMP3538,Finance,47,28208,5,55,60,No
EMP3539,Operations,30,77352,12,30,67,No
EMP3540,Operations,32,44796,19,60,51,No
EMP3541,HR,46,86903,5,38,61,No
EMP3542,Finance,46,45750,10,56,94,Yes
EMP3543,IT,33,88771,20,53,71,No
EMP3544,IT,52,112266,2,41,46,Yes
EMP3545,Sales,51,104667,10,34,55,No
EMP3546,Finance,34,79571,16,30,59,No
EMP3547,Sales,40,114660,20,43,79,Yes
EMP3548,IT,54,61948,11,53,63,No
EMP3549,IT,44,99098,16,32,41,No
EMP3550,Finance,36,52453,11,52,54,No
EMP3551,Sales,51,61769,18,40,76,No
EMP3552,Operations,33,41663,11,55,80,Yes
EMP3553,IT,58,104873,8,56,92,Yes
EMP3554,Marketing,51,27542,11,46,96,Yes
EMP3555,IT,41,35657,17,45,69,No
EMP3556,Operations,38,33772,15,42,89,Yes
EMP3557,Sales,30,72681,2,45,55,No
EMP3558,HR,41,71683,20,45,75,Yes
EMP3559,Sales,41,88530,11,49,96,Yes
EMP3560,Operations,33,103326,20,33,58,No
EMP3561,Operations,33,93616,17,39,55,No
EMP3562,Finance,21,64082,9,36,49,No
EMP3563,HR,47,35316,12,44,89,No
EMP3564,IT,49,107036,13,47,50,No
EMP3565,Sales,27,60855,15,38,52,No
EMP3566,Finance,39,46351,19,34,60,No
EMP3567,HR,24,67799,18,45,63,No
EMP3568,Operations,45,97106,1,50,67,No
EMP3569,Finance,32,67809,20,56,88,Yes
EMP3570,Sales,41,99136,19,31,96,Yes
EMP3571,Operations,29,90100,3,59,44,No
EMP3572,HR,54,46414,8,32,88,Yes
EMP3573,Sales,42,35637,14,40,88,Yes
EMP3574,Finance,55,33146,17,43,81,Yes
EMP3575,Operations,30,96840,3,56,53,No
EMP3576,HR,37,54805,8,31,81,Yes
EMP3577,HR,24,109266,8,45,42,Yes
EMP3578,IT,30,43045,17,40,60,No
EMP3579,Operations,46,27523,17,54,58,No
EMP3580,Operations,47,97093,3,31,52,No
EMP3581,IT,35,101380,16,30,62,No
EMP3582,Marketing,44,91735,6,42,53,No
EMP3583,HR,39,59818,18,41,72,Yes
EMP3584,IT,59,58590,11,36,60,No
EMP3585,Finance,28,110257,10,44,41,No
EMP3586,Operations,53,78174,7,35,47,Yes
EMP3587,HR,34,51233,19,53,87,Yes
EMP3588,Operations,34,102759,10,41,69,Yes
EMP3589,Operations,35,99297,9,36,72,Yes
EMP3590,HR,34,48713,11,36,71,No
EMP3591,Finance,41,85015,13,49,88,Yes
EMP3592,Finance,51,98509,20,39,90,No
EMP3593,IT,25,105788,4,58,40,No
EMP3594,Marketing,24,26469,9,59,40,No
EMP3595,Finance,57,45904,4,31,63,No
EMP3596,IT,48,73866,3,38,66,No
EMP3597,Sales,23,40738,10,34,56,No
EMP3598,IT,28,108454,1,58,99,No
EMP3599,IT,21,39756,3,53,55,No
EMP3600,Marketing,56,60800,9,30,84,Yes
EMP3601,HR,30,53242,3,42,83,Yes
EMP3602,HR,52,81687,15,43,51,No
EMP3603,Marketing,23,111063,3,60,89,No
EMP3604,Operations,39,119223,16,36,91,Yes
EMP3605,Operations,38,49650,8,52,68,No
EMP3606,Operations,23,98821,14,47,100,Yes
EMP3607,IT,24,62554,12,32,78,Yes
EMP3608,Finance,55,46482,12,51,97,Yes
EMP3609,Marketing,55,44096,11,53,80,Yes
EMP3610,IT,58,77662,12,44,62,No
EMP3611,IT,52,113566,18,43,63,No
EMP3612,HR,59,58187,5,40,99,Yes
EMP3613,Finance,49,95675,6,58,42,No
EMP3614,Operations,30,103484,11,47,80,No
EMP3615,IT,57,43287,7,56,84,Yes
EMP3616,Finance,28,90717,18,31,73,Yes
EMP3617,HR,37,97148,6,53,54,No
EMP3618,Sales,52,40325,11,53,93,Yes
EMP3619,Marketing,46,93566,13,37,76,Yes
EMP3620,Finance,27,54597,15,34,93,Yes
EMP3621,IT,21,91127,4,45,49,No
EMP3622,Operations,40,56697,13,39,92,Yes
EMP3623,Operations,27,50035,1,30,41,No
EMP3624,IT,32,114192,3,32,56,No
EMP3625,HR,48,71860,13,30,84,Yes
EMP3626,Sales,45,74140,7,39,67,No
EMP3627,Finance,58,30488,16,31,71,Yes
EMP3628,HR,37,116833,16,57,91,Yes
EMP3629,Marketing,27,80404,19,49,96,Yes
EMP3630,Operations,52,28581,13,31,71,No
EMP3631,HR,51,58050,18,32,45,No
EMP3632,Operations,27,84596,13,53,61,No
EMP3633,Finance,23,67319,10,47,89,Yes
EMP3634,Finance,34,105441,14,33,40,No
EMP3635,Marketing,22,91361,15,32,72,Yes
EMP3636,Sales,57,75879,18,50,86,Yes
EMP3637,Marketing,28,116516,17,45,51,No
EMP3638,Sales,31,30218,10,49,61,No
EMP3639,Operations,30,35069,7,45,71,Yes
EMP3640,Finance,32,74377,2,39,51,No
EMP3641,Operations,58,89664,8,52,68,No
EMP3642,HR,27,46552,5,34,87,No
EMP3643,Marketing,57,28103,15,45,63,No
EMP3644,Finance,22,117852,17,58,84,Yes
EMP3645,Marketing,27,79869,16,31,57,No
EMP3646,Operations,48,33773,3,32,56,No
EMP3647,Operations,43,87210,13,46,98,Yes
EMP3648,IT,28,28160,6,32,76,Yes
EMP3649,IT,49,111489,18,41,75,Yes
EMP3650,HR,32,101299,14,33,75,Yes
EMP3651,IT,30,64366,5,53,84,Yes
EMP3652,Sales,24,91872,1,33,73,No
EMP3653,Marketing,54,26160,10,58,91,Yes
EMP3654,IT,51,52991,7,51,70,No
EMP3655,IT,27,47599,13,47,80,Yes
EMP3656,HR,30,112435,5,57,72,Yes
EMP3657,HR,51,92290,3,48,50,No
EMP3658,Finance,44,54536,9,43,43,No
EMP3659,HR,41,76724,1,36,82,Yes
EMP3660,Sales,46,83959,20,56,95,Yes
EMP3661,IT,51,105595,17,58,66,No
EMP3662,Operations,31,56632,20,46,58,No
EMP3663,HR,48,103619,1,43,44,No
EMP3664,Operations,30,109069,2,41,57,No
EMP3665,Finance,42,64779,18,49,60,No
EMP3666,Finance,53,88935,13,54,95,No
EMP3667,Marketing,56,114415,20,49,82,Yes
EMP3668,IT,51,69181,3,52,71,No
EMP3669,Marketing,54,105788,3,38,80,Yes
EMP3670,Sales,39,102913,17,37,60,No
EMP3671,Sales,36,99188,7,41,59,No
EMP3672,Sales,54,113617,14,38,56,No
EMP3673,Operations,33,105354,5,55,89,Yes
EMP3674,IT,44,118404,18,47,60,No
EMP3675,Finance,58,93172,6,33,86,Yes
EMP3676,Sales,36,51965,20,55,80,No
EMP3677,IT,52,74151,8,42,70,No
EMP3678,Marketing,50,95439,11,34,56,No
EMP3679,Sales,28,74356,18,42,40,Yes
EMP3680,Sales,52,84606,18,48,92,Yes
EMP3681,Marketing,47,51108,9,31,67,No
EMP3682,Finance,59,39166,16,43,64,No
EMP3683,IT,32,41110,12,54,91,No
EMP3684,HR,25,61353,4,47,74,Yes
EMP3685,HR,48,51855,2,58,82,Yes
EMP3686,HR,28,69250,20,53,57,No
EMP3687,IT,35,53893,20,49,76,No
EMP3688,Marketing,43,55980,5,30,75,No
EMP3689,IT,31,75236,7,47,79,Yes
EMP3690,IT,26,99873,20,38,91,Yes
EMP3691,HR,36,78267,8,37,69,No
EMP3692,IT,35,61630,4,30,55,No
EMP3693,Finance,58,103606,13,44,53,No
EMP3694,HR,47,118378,15,44,49,No
EMP3695,Finance,45,28018,18,54,57,No
EMP3696,Operations,52,82232,17,40,60,Yes
EMP3697,Marketing,45,82958,20,36,63,No
EMP3698,HR,59,116610,13,35,90,Yes
EMP3699,IT,41,71303,13,38,55,No
EMP3700,IT,45,103700,16,60,41,No
EMP3701,Marketing,36,109603,3,44,85,No
EMP3702,Finance,57,70243,12,42,41,No
EMP3703,Operations,49,80592,3,43,56,No
EMP3704,Sales,44,59060,16,35,50,No
EMP3705,Marketing,54,103525,17,55,52,No
EMP3706,Finance,44,31288,8,32,85,No
EMP3707,HR,56,31562,9,32,73,No
EMP3708,Finance,30,63424,5,57,67,Yes
EMP3709,IT,35,78669,10,35,73,Yes
EMP3710,HR,24,100053,6,39,75,No
EMP3711,Finance,31,55965,1,55,52,No
EMP3712,HR,25,38305,9,56,90,Yes
EMP3713,HR,50,97540,12,53,51,No
EMP3714,IT,36,26146,11,57,50,No
EMP3715,Marketing,22,90655,17,58,43,No
EMP3716,IT,24,86481,5,57,48,No
EMP3717,Marketing,44,100217,9,44,55,No
EMP3718,Operations,28,118510,8,35,80,Yes
EMP3719,HR,25,74469,5,30,58,No
EMP3720,Finance,46,97130,18,53,65,No
EMP3721,Finance,54,71391,20,48,85,No
EMP3722,Finance,37,93612,14,35,72,No
EMP3723,IT,23,52117,3,49,63,No
EMP3724,HR,59,79055,13,42,59,No
EMP3725,Sales,52,51044,1,36,67,No
EMP3726,IT,49,102388,5,50,90,Yes
EMP3727,IT,30,27146,8,58,68,Yes
EMP3728,Finance,50,118439,15,41,96,Yes
EMP3729,IT,47,31730,8,60,49,No
EMP3730,HR,39,74025,2,41,69,No
EMP3731,Operations,48,35239,20,39,62,No
EMP3732,Marketing,51,30311,16,32,62,No
EMP3733,Sales,53,46750,1,33,49,No
EMP3734,Marketing,38,32849,1,46,53,No
EMP3735,Sales,22,83767,13,40,91,Yes
EMP3736,Sales,41,62345,12,31,91,Yes
EMP3737,HR,49,88899,14,54,72,Yes
EMP3738,Marketing,57,91315,3,60,49,No
EMP3739,Finance,42,111588,15,53,86,Yes
EMP3740,IT,30,50733,3,49,64,No
EMP3741,IT,23,30768,10,30,48,No
EMP3742,Marketing,33,79734,5,43,75,No
EMP3743,IT,21,33680,6,57,42,No
EMP3744,Finance,25,53717,15,59,50,No
EMP3745,Finance,28,35481,15,55,97,Yes
EMP3746,Operations,44,86463,9,48,75,No
EMP3747,Operations,42,107775,11,46,49,No
EMP3748,Operations,58,93163,9,55,78,No
EMP3749,IT,35,27913,14,45,57,No
EMP3750,Marketing,40,90388,13,31,100,Yes
EMP3751,Sales,27,44394,18,37,94,Yes
EMP3752,IT,50,45087,4,52,74,No
EMP3753,Finance,46,79957,19,40,59,Yes
EMP3754,IT,51,111885,3,54,60,No
EMP3755,HR,48,78205,14,34,66,No
EMP3756,HR,42,73546,4,39,55,No
EMP3757,Finance,46,102125,7,42,67,No
EMP3758,Sales,36,105028,6,40,50,No
EMP3759,Marketing,45,35863,4,32,45,No
EMP3760,HR,30,95827,14,45,97,Yes
EMP3761,Operations,30,31731,1,45,51,Yes
EMP3762,Sales,44,113963,12,51,76,Yes
EMP3763,IT,40,68272,4,31,77,Yes
EMP3764,HR,21,50198,6,58,65,No
EMP3765,Finance,27,60039,19,39,79,No
EMP3766,HR,39,43168,3,44,78,No
EMP3767,IT,53,37598,16,49,54,No
EMP3768,HR,46,69388,6,52,70,No
EMP3769,Sales,53,65160,10,50,85,No
EMP3770,Finance,36,65543,11,36,55,No
EMP3771,Operations,30,29823,3,31,77,No
EMP3772,IT,27,83840,5,34,86,Yes
EMP3773,Sales,41,100926,8,52,70,No
EMP3774,HR,56,102027,10,59,85,Yes
EMP3775,Finance,23,72737,6,42,52,No
EMP3776,HR,23,58053,13,35,92,Yes
EMP3777,Operations,46,117948,11,44,48,No
EMP3778,Operations,48,111298,11,60,98,Yes
EMP3779,Operations,32,25975,6,60,56,No
EMP3780,Finance,42,44420,2,58,48,No
EMP3781,Marketing,52,61419,7,53,51,No
EMP3782,HR,44,118240,11,55,79,Yes
EMP3783,HR,27,88281,17,36,53,No
EMP3784,Operations,53,60841,17,42,96,Yes
EMP3785,Marketing,33,82008,2,44,86,Yes
EMP3786,Sales,55,84826,2,39,61,Yes
EMP3787,Marketing,25,87195,14,59,69,No
EMP3788,Marketing,57,55270,11,56,77,Yes
EMP3789,Sales,40,110466,2,56,54,No
EMP3790,Marketing,37,76748,9,30,73,Yes
EMP3791,IT,49,56323,13,30,67,Yes
EMP3792,HR,38,95157,18,60,66,Yes
EMP3793,Operations,40,103675,2,45,77,Yes
EMP3794,Operations,56,62690,4,57,55,No
EMP3795,Finance,56,68068,6,47,81,Yes
EMP3796,Operations,48,35443,11,50,55,No
EMP3797,HR,27,42023,9,35,82,Yes
EMP3798,Sales,47,46215,14,36,86,Yes
EMP3799,HR,39,65565,18,52,75,No
EMP3800,HR,30,40917,1,60,55,Yes
EMP3801,Sales,32,39859,15,40,47,No
EMP3802,Marketing,50,91948,4,45,82,Yes
EMP3803,HR,43,37062,12,35,64,No
EMP3804,Marketing,37,27389,20,55,90,Yes
EMP3805,HR,31,44111,11,35,73,No
EMP3806,Marketing,33,87742,12,30,61,No
EMP3807,Finance,27,92163,13,36,50,No
EMP3808,Operations,51,101854,3,53,54,No
EMP3809,Finance,56,85011,13,40,81,Yes
EMP3810,HR,23,84363,7,30,76,Yes
EMP3811,Operations,44,110028,11,43,87,No
EMP3812,Sales,50,36170,5,56,46,No
EMP3813,Marketing,28,102710,5,45,71,No
EMP3814,Marketing,42,40696,20,55,42,No
EMP3815,Operations,41,57248,10,47,92,Yes
EMP3816,HR,27,32197,10,51,48,No
EMP3817,Finance,30,61787,11,57,66,No
EMP3818,Marketing,44,34845,16,39,87,Yes
EMP3819,HR,22,62375,11,35,85,Yes
EMP3820,IT,54,104024,20,57,46,No
EMP3821,HR,37,68749,11,58,47,No
EMP3822,IT,58,35333,8,31,57,No
EMP3823,Marketing,55,35441,18,59,76,No
EMP3824,Marketing,40,97399,10,33,97,Yes
EMP3825,HR,40,80072,3,51,61,No
EMP3826,HR,29,34010,4,60,100,Yes
EMP3827,HR,51,30573,16,55,63,No
EMP3828,HR,37,45815,19,60,75,No
EMP3829,IT,26,68786,6,35,81,No
EMP3830,Operations,27,107685,1,45,53,No
EMP3831,IT,31,114449,17,37,66,Yes
EMP3832,Marketing,38,100588,7,45,75,Yes
EMP3833,Finance,34,105380,13,36,92,Yes
EMP3834,Sales,29,78021,19,43,98,Yes
EMP3835,Sales,36,105790,4,52,66,Yes
EMP3836,Marketing,52,25190,4,42,77,Yes
EMP3837,Sales,29,100578,6,56,81,Yes
EMP3838,Operations,36,42360,2,37,55,No
EMP3839,Operations,25,114662,13,34,53,No
EMP3840,HR,57,25369,7,52,47,No
EMP3841,HR,47,39018,11,36,68,Yes
EMP3842,Operations,28,73333,11,43,64,No
EMP3843,Operations,38,83118,7,57,80,Yes
EMP3844,Finance,43,49641,8,45,71,No
EMP3845,Finance,24,58044,1,43,69,Yes
EMP3846,HR,50,93718,10,36,66,Yes
EMP3847,Sales,30,62151,9,35,67,No
EMP3848,Finance,54,33558,19,44,62,No
EMP3849,IT,49,51335,9,56,70,No
EMP3850,Sales,31,87960,8,44,97,Yes
EMP3851,IT,52,75407,8,60,75,No
EMP3852,IT,28,60084,12,46,56,No
EMP3853,Sales,54,65660,13,30,44,No
EMP3854,HR,36,62068,9,55,55,No
EMP3855,Operations,56,105425,19,55,99,Yes
EMP3856,IT,52,94248,1,34,41,No
EMP3857,Operations,56,80014,19,40,40,No
EMP3858,IT,27,65152,14,38,84,No
EMP3859,Marketing,33,107424,13,51,93,No
EMP3860,Marketing,57,71777,4,42,70,No
EMP3861,IT,41,31003,11,41,70,No
EMP3862,Marketing,42,89638,8,43,75,Yes
EMP3863,HR,27,99076,5,37,66,No
EMP3864,IT,50,79048,18,53,44,No
EMP3865,Marketing,49,119166,5,37,87,Yes
EMP3866,Sales,27,29799,9,30,98,Yes
EMP3867,HR,38,109281,19,58,68,No
EMP3868,HR,42,56025,20,33,45,No
EMP3869,Marketing,55,107458,8,31,70,No
EMP3870,Marketing,31,111153,1,59,93,Yes
EMP3871,IT,47,68351,4,32,72,No
EMP3872,Marketing,38,25012,14,52,62,No
EMP3873,Finance,56,116218,6,30,87,Yes
EMP3874,Operations,57,27799,9,36,51,No
EMP3875,IT,23,48513,7,56,53,No
EMP3876,Sales,50,33031,15,37,79,Yes
EMP3877,HR,34,73056,10,56,83,Yes
EMP3878,Operations,25,45849,16,42,40,No
EMP3879,HR,55,47950,14,33,45,No
EMP3880,IT,25,45150,14,33,67,Yes
EMP3881,IT,38,118545,17,52,75,No
EMP3882,Marketing,58,101758,11,58,68,Yes
EMP3883,Marketing,55,111575,19,36,68,No
EMP3884,Marketing,49,61592,11,38,78,Yes
EMP3885,Operations,22,50725,13,39,64,No
EMP3886,Finance,26,101205,4,55,84,Yes
EMP3887,HR,35,116785,18,60,94,Yes
EMP3888,Finance,46,110151,19,52,87,No
EMP3889,HR,54,48565,18,58,54,No
EMP3890,IT,24,91639,20,47,96,Yes
EMP3891,Marketing,56,35953,11,46,74,Yes
EMP3892,Sales,42,96946,5,56,51,Yes
EMP3893,Finance,34,43312,8,52,80,Yes
EMP3894,IT,49,34363,14,53,80,Yes
EMP3895,Operations,41,85410,6,51,57,No
EMP3896,Sales,22,29339,1,54,41,No
EMP3897,Operations,22,119776,1,32,60,No
EMP3898,Operations,58,35625,3,52,52,No
EMP3899,HR,49,95651,12,31,90,Yes
EMP3900,Marketing,22,119270,5,41,60,No
EMP3901,HR,53,109621,10,54,58,No
EMP3902,HR,55,44391,20,51,76,No
EMP3903,Sales,52,93448,3,34,51,No
EMP3904,Sales,53,106481,2,40,64,No
EMP3905,Marketing,48,86251,1,31,78,Yes
EMP3906,Operations,37,57192,13,41,80,Yes
EMP3907,Sales,54,61055,17,34,65,Yes
EMP3908,HR,36,79129,5,55,57,No
EMP3909,Sales,44,111681,2,41,59,No
EMP3910,Marketing,45,30488,18,52,42,No
EMP3911,HR,47,52252,8,43,78,No
EMP3912,Marketing,50,106014,12,55,41,No
EMP3913,Operations,54,49217,5,32,43,No
EMP3914,HR,28,76337,9,56,73,Yes
EMP3915,Marketing,54,25651,9,50,86,Yes
EMP3916,Operations,32,96758,16,45,96,No
EMP3917,Marketing,33,74556,7,46,81,Yes
EMP3918,Sales,36,45297,3,34,84,Yes
EMP3919,Operations,39,47396,17,48,81,Yes
EMP3920,Operations,40,78430,10,35,41,No
EMP3921,Finance,29,73268,17,43,53,No
EMP3922,Sales,26,85550,2,56,64,No
EMP3923,Operations,45,45535,12,60,88,Yes
EMP3924,Sales,23,49456,13,55,54,No
EMP3925,Sales,42,96233,6,39,52,No
EMP3926,Operations,22,112643,3,45,64,No
EMP3927,Sales,39,92237,19,60,92,Yes
EMP3928,HR,35,39282,12,37,75,No
EMP3929,Marketing,32,61101,11,53,48,No
EMP3930,Operations,24,113300,11,31,58,No
EMP3931,HR,39,56302,7,59,53,No
EMP3932,Sales,33,93971,9,48,60,No
EMP3933,HR,46,54082,5,55,46,Yes
EMP3934,Operations,59,84604,17,44,86,No
EMP3935,HR,55,31334,20,36,55,No
EMP3936,Operations,33,89563,7,34,65,No
EMP3937,IT,23,78300,2,53,44,No
EMP3938,Marketing,53,90099,11,42,46,No
EMP3939,Marketing,47,97423,17,58,40,Yes
EMP3940,IT,34,28482,1,48,46,No
EMP3941,Finance,28,97055,5,56,78,No
EMP3942,HR,36,115229,13,40,70,No
EMP3943,Finance,37,62178,20,33,86,No
EMP3944,HR,34,76348,12,49,90,Yes
EMP3945,HR,25,65793,20,32,91,Yes
EMP3946,Marketing,57,62596,4,47,58,No
EMP3947,Finance,54,87566,11,56,41,No
